headers	province	region
EPI_ISL_3722742|B/Shandong-Linshu/312/2021|2021-04-20	Shandong	East
EPI_ISL_3722746|B/Hubei-Qiaokou/1334/2021|2021-05-10	Hubei	Central
EPI_ISL_3722747|B/Guizhou-Bijiang/1379/2021|2021-05-10	Guizhou	Southwest
EPI_ISL_3722748|B/Shandong-Dingtao/321/2021|2021-05-13	Shandong	East
EPI_ISL_3722749|B/Sichuan-Qingyang/11117/2021|2021-05-10	Sichuan	Southwest
EPI_ISL_3722753|B/Hubei-Chongyang/215/2021|2021-04-26	Hubei	Central
EPI_ISL_3722756|B/Hunan-Yanfeng/1366/2021|2021-05-05	Hunan	Central
EPI_ISL_3722760|B/Henan-Zhongyuan/1291/2021|2021-05-10	Henan	Central
EPI_ISL_3722762|B/Neimenggu-Donghe/1394/2021|2021-05-10	Neimenggu	North
EPI_ISL_3722764|B/Sichuan-Fucheng/1868/2021|2021-05-18	Sichuan	Southwest
EPI_ISL_3722766|B/Sichuan-Gaoxin/1591/2021|2021-05-24	Sichuan	Southwest
EPI_ISL_3722768|B/Hubei-Chongyang/286/2021|2021-05-24	Hubei	Central
EPI_ISL_3722771|B/Guizhou-Bijiang/1401/2021|2021-05-17	Guizhou	Southwest
EPI_ISL_3722773|B/Guizhou-Songtaomiaozuzizhi/328/2021|2021-05-28	Guizhou	Southwest
EPI_ISL_3722775|B/Shandong-Kuiwen/361/2021|2021-05-25	Shandong	East
EPI_ISL_3722777|B/Fujian-Yanping/11232/2021|2021-05-26	Fujian	East
EPI_ISL_3722780|B/Ningxia-Zhongning/1350/2021|2021-06-02	Ningxia	Northwest
EPI_ISL_3722784|B/Sichuan-Gaoxin/1534/2021|2021-05-07	Sichuan	Southwest
EPI_ISL_3722787|B/Sichuan-Fucheng/1882/2021|2021-05-24	Sichuan	Southwest
EPI_ISL_3722789|B/Hubei-Yuanan/2101/2021|2021-06-07	Hubei	Central
EPI_ISL_3722790|B/Henan-Hualong/315/2021|2021-05-31	Henan	Central
EPI_ISL_3722793|B/Ningxia-Zhongning/1346/2021|2021-05-26	Ningxia	Northwest
EPI_ISL_3722794|B/Ningxia-Zhongning/1353/2021|2021-06-02	Ningxia	Northwest
EPI_ISL_3722797|B/Ningxia-Zhongning/1332/2021|2021-05-10	Ningxia	Northwest
EPI_ISL_3856685|B/Hubei-Wujiagang/1299/2021|2021-03-18	Hubei	Central
EPI_ISL_3856699|B/Shanghai-Songjiang/1193/2021|2021-03-11	Shanghai	East
EPI_ISL_4169467|B/Sichuan-Wenjiang/2160/2021|2021-08-02	Sichuan	Southwest
EPI_ISL_4169469|B/Zhejiang-Shangcheng/1871/2021|2021-08-09	Zhejiang	East
EPI_ISL_4169474|B/Hainan-Xiuying/1588/2021|2021-07-14	Hainan	South
EPI_ISL_4169503|B/Yunnan-Chuxiong/1928/2021|2021-07-22	Yunnan	Southwest
EPI_ISL_4169526|B/Hunan-Kaifu/1433/2021|2021-06-01	Hunan	Central
EPI_ISL_4169527|B/Hebei-Luquan/1628/2021|2021-06-22	Hebei	North
EPI_ISL_4169528|B/Guangxi-Qinbei/32/2021|2021-05-08	Guangxi	South
EPI_ISL_4169533|B/Sichuan-Santai/1571/2021|2021-07-01	Sichuan	Southwest
EPI_ISL_4169534|B/Guangdong-Futian/1748/2021|2021-07-07	Guangdong	South
EPI_ISL_4169538|B/Sichuan-Gaoxin/1667/2021|2021-06-16	Sichuan	Southwest
EPI_ISL_4169541|B/Fujian-Tongan/1660/2021|2021-07-05	Fujian	East
EPI_ISL_4169542|B/Fujian-Sanyuan/2541/2021|2021-06-01	Fujian	East
EPI_ISL_4169546|B/Qinghai-Gangcha/1202/2021|2021-06-05	Qinghai	Northwest
EPI_ISL_4169551|B/Guizhou-Bijiang/1499/2021|2021-06-23	Guizhou	Southwest
EPI_ISL_4169552|B/Qinghai-Chengdong/1548/2021|2021-05-25	Qinghai	Northwest
EPI_ISL_4169553|B/Sichuan-Jingyang/11550/2021|2021-05-25	Sichuan	Southwest
EPI_ISL_4169555|B/Hubei-Wujiagang/1645/2021|2021-07-08	Hubei	Central
EPI_ISL_4169556|B/Yunnan-Honghe/31/2021|2021-07-06	Yunnan	Southwest
EPI_ISL_4169557|B/Chongqing-Yuzhong/1713/2021|2021-07-21	Chongqing	Southwest
EPI_ISL_4169558|B/Guangxi-Yuzhou/1773/2021|2021-07-01	Guangxi	South
EPI_ISL_4169559|B/Guangxi-Jiangzhou/1558/2021|2021-07-14	Guangxi	South
EPI_ISL_4169562|B/Guangxi-Jinchengjiang/1670/2021|2021-07-15	Guangxi	South
EPI_ISL_4169566|B/Zhejiang-Haishu/11380/2021|2021-07-12	Zhejiang	East
EPI_ISL_4169568|B/Guangdong-Zhongshan/1595/2021|2021-07-12	Guangdong	South
EPI_ISL_4169575|B/Fujian-Sanyuan/2670/2021|2021-07-09	Fujian	East
EPI_ISL_4169577|B/Guangxi-Haicheng/1561/2021|2021-07-09	Guangxi	South
EPI_ISL_4169581|B/Chongqing-Fuling/1461/2021|2021-07-08	Chongqing	Southwest
EPI_ISL_4169582|B/Fujian-Cangshan/1657/2021|2021-07-04	Fujian	East
EPI_ISL_4379560|B/Jiangxi-Zhushan/1164/2021|2021-03-01	Jiangxi	East
EPI_ISL_4520698|B/Guangxi-Jinchengjiang/1776/2021|2021-08-09	Guangxi	South
EPI_ISL_4520704|B/Zhejiang-Jiaojiang/1802/2021|2021-08-14	Zhejiang	East
EPI_ISL_4520710|B/Hubei-Maojian/11727/2021|2021-09-01	Hubei	Central
EPI_ISL_4520715|B/Guangdong-Pengjiang/1903/2021|2021-08-23	Guangdong	South
EPI_ISL_4520722|B/Guangxi-Jinchengjiang/1751/2021|2021-08-01	Guangxi	South
EPI_ISL_4520728|B/Hainan-Meilan/1638/2021|2021-08-04	Hainan	South
EPI_ISL_4520730|B/Hainan-Wenchang/1779/2021|2021-08-03	Hainan	South
EPI_ISL_4520736|B/Guangxi-Yuzhou/1901/2021|2021-08-05	Guangxi	South
EPI_ISL_4520737|B/Shanghai-Baoshan/1633/2021|2021-08-09	Shanghai	East
EPI_ISL_4520744|B/Hunan-Lusong/1746/2021|2021-08-02	Hunan	Central
EPI_ISL_4520748|B/Hunan-Kaifu/1602/2021|2021-08-03	Hunan	Central
EPI_ISL_4520751|B/Fujian-Cangshan/1754/2021|2021-08-01	Fujian	East
EPI_ISL_4520753|B/Fujian-Tongan/1757/2021|2021-08-02	Fujian	East
EPI_ISL_4520764|B/Fujian-Meilie/1828/2021|2021-08-10	Fujian	East
EPI_ISL_4520780|B/Yunnan-Mengzi/11055/2021|2021-08-12	Yunnan	Southwest
EPI_ISL_768548|B/Jiangxi-Donghu/11421/2020|2020-09-08	Jiangxi	East
EPI_ISL_768549|B/Jiangxi-Donghu/11572/2020|2020-09-29	Jiangxi	East
EPI_ISL_768550|B/Jiangxi-Zhushan/1769/2020|2020-09-30	Jiangxi	East
EPI_ISL_768554|B/Jiangxi-Yuanzhou/11997/2020|2020-11-30	Jiangxi	East
EPI_ISL_768556|B/Jiangxi-Yushui/366/2020|2020-11-30	Jiangxi	East
EPI_ISL_768558|B/Jiangxi-Yushui/374/2020|2020-11-30	Jiangxi	East
EPI_ISL_768560|B/Jiangxi-Yushui/378/2020|2020-11-30	Jiangxi	East
EPI_ISL_768561|B/Jiangxi-Yushui/379/2020|2020-11-30	Jiangxi	East
EPI_ISL_768563|B/Jiangxi-Yushui/11038/2020|2020-11-30	Jiangxi	East
EPI_ISL_768564|B/Jiangxi-Yushui/11041/2020|2020-12-02	Jiangxi	East
EPI_ISL_768565|B/Jiangxi-Yushui/11104/2020|2020-12-08	Jiangxi	East
EPI_ISL_768568|B/Jiangxi-Yushui/384/2020|2020-11-30	Jiangxi	East
EPI_ISL_768571|B/Jiangxi-Yushui/388/2020|2020-12-04	Jiangxi	East
EPI_ISL_768572|B/Jiangxi-Yushui/389/2020|2020-12-07	Jiangxi	East
EPI_ISL_768574|B/Jiangxi-Yushui/393/2020|2020-12-07	Jiangxi	East
EPI_ISL_768576|B/Jiangxi-Yushui/395/2020|2020-12-09	Jiangxi	East
EPI_ISL_768577|B/Jiangxi-Yushui/397/2020|2020-12-09	Jiangxi	East
EPI_ISL_768578|B/Jiangxi-Yushui/3102/2020|2020-12-09	Jiangxi	East
EPI_ISL_768579|B/Jiangxi-Yushui/3103/2020|2020-12-10	Jiangxi	East
EPI_ISL_768580|B/Jiangxi-Yushui/3104/2020|2020-12-10	Jiangxi	East
EPI_ISL_768585|B/Jiangxi-Yushui/3118/2020|2020-12-11	Jiangxi	East
EPI_ISL_768587|B/Guizhou/13587/2020|2020-11-09	Guizhou	Southwest
EPI_ISL_768588|B/Jiangxi-Guixi/1645/2020|2020-07-07	Jiangxi	East
EPI_ISL_768589|B/Jiangxi-Donghu/11366/2020|2020-08-26	Jiangxi	East
EPI_ISL_768590|B/Jiangxi-Donghu/11264/2020|2020-08-11	Jiangxi	East
EPI_ISL_979806|B/Jiangxi-Yushui/343/2020|2020-10-26	Jiangxi	East
EPI_ISL_979807|B/Guizhou-Majiang/31/2020|2020-11-09	Guizhou	Southwest
EPI_ISL_979814|B/Jiangxi-Yushui/370/2020|2020-11-30	Jiangxi	East
EPI_ISL_979815|B/Jiangxi-Yushui/372/2020|2020-11-30	Jiangxi	East
EPI_ISL_979816|B/Jiangxi-Yushui/376/2020|2020-11-30	Jiangxi	East
EPI_ISL_979817|B/Jiangxi-Yushui/380/2020|2020-11-30	Jiangxi	East
EPI_ISL_979823|B/Henan-Weidong/1578/2020|2020-12-07	Henan	Central
EPI_ISL_979824|B/Jiangxi-Yuanzhou/12044/2020|2020-12-07	Jiangxi	East
EPI_ISL_979825|B/Jiangxi-Yuanzhou/12043/2020|2020-12-07	Jiangxi	East
EPI_ISL_979826|B/Jiangxi-Yuanzhou/12053/2020|2020-12-07	Jiangxi	East
EPI_ISL_979827|B/Jiangxi-Yuanzhou/12059/2020|2020-12-08	Jiangxi	East
EPI_ISL_979830|B/Guizhou-Kaili/347/2020|2020-12-12	Guizhou	Southwest
EPI_ISL_979831|B/Guizhou-Kaili/346/2020|2020-12-12	Guizhou	Southwest
EPI_ISL_979832|B/Guizhou-Kaili/345/2020|2020-12-12	Guizhou	Southwest
EPI_ISL_979833|B/Guizhou-Kaili/344/2020|2020-12-12	Guizhou	Southwest
EPI_ISL_979834|B/Guizhou-Kaili/11079/2020|2020-12-14	Guizhou	Southwest
EPI_ISL_979835|B/Guizhou-Kaili/11077/2020|2020-12-14	Guizhou	Southwest
EPI_ISL_979836|B/Guizhou-Kaili/11071/2020|2020-12-14	Guizhou	Southwest
EPI_ISL_979837|B/Guizhou-Kaili/11069/2020|2020-12-14	Guizhou	Southwest
EPI_ISL_979838|B/Guizhou-Douyun/11054/2020|2020-12-15	Guizhou	Southwest
EPI_ISL_979839|B/Guizhou-Kaili/11085/2020|2020-12-16	Guizhou	Southwest
EPI_ISL_979840|B/Guizhou-Douyun/11062/2020|2020-12-16	Guizhou	Southwest
EPI_ISL_979841|B/Guizhou-Kaili/11089/2020|2020-12-17	Guizhou	Southwest
EPI_ISL_979842|B/Guizhou-Kaili/11089/2020|2020-12-17	Guizhou	Southwest
EPI_ISL_979843|B/Guizhou-Kaili/11090/2020|2020-12-21	Guizhou	Southwest
EPI_ISL_979844|B/Guizhou-Douyun/11079/2020|2020-12-21	Guizhou	Southwest
EPI_ISL_979845|B/Jiangxi-Yuanzhou/12151/2020|2020-12-21	Jiangxi	East
EPI_ISL_979846|B/Jiangxi-Yuanzhou/12137/2020|2020-12-21	Jiangxi	East
EPI_ISL_979847|B/Guizhou-Kaili/11104/2020|2020-12-22	Guizhou	Southwest
EPI_ISL_979848|B/Guizhou-Kaili/11102/2020|2020-12-22	Guizhou	Southwest
EPI_ISL_979849|B/Guizhou-Kaili/11098/2020|2020-12-22	Guizhou	Southwest
EPI_ISL_979850|B/Jiangxi-Yuanzhou/12160/2020|2020-12-22	Jiangxi	East
EPI_ISL_979851|B/Jiangxi-Yuanzhou/12159/2020|2020-12-22	Jiangxi	East
EPI_ISL_979852|B/Jiangxi-Yuanzhou/12156/2020|2020-12-22	Jiangxi	East
EPI_ISL_979854|B/Jiangxi-Yuanzhou/12153/2020|2020-12-22	Jiangxi	East
EPI_ISL_979855|B/Jiangxi-Donghu/12086/2020|2020-12-23	Jiangxi	East
EPI_ISL_979856|B/Jiangxi-Xihu/1858/2020|2020-12-23	Jiangxi	East
EPI_ISL_979858|B/Jiangxi-Donghu/12100/2020|2020-12-23	Jiangxi	East
EPI_ISL_979859|B/Jiangxi-Donghu/12097/2020|2020-12-23	Jiangxi	East
